Project_ID,Project_Name,Region,Province,Month,Budget,Actual_Spend,KPI_Target,KPI_Actual,Participants,Satisfaction
P00337,Health Data,North,Lampang,Oct,1061997,832183,100,75,1761,3.9
P00338,Health Promotion,North,Lampang,Oct,1726747,1364271,100,63,2783,4.78
P00339,Policy Development,North,Lampang,Oct,1019821,899980,100,78,1757,3.88
P00340,Network Strengthening,North,Lampang,Oct,1552280,1309712,100,76,1864,4.44
P00341,Community Health,North,Lampang,Nov,1282799,970206,100,77,371,3.76
P00342,Elderly Care,North,Lampang,Nov,640834,487136,100,81,1565,4.21
P00343,Mental Health,North,Lampang,Nov,1054981,955475,100,82,2022,4.13
P00344,Healthy School,North,Lampang,Nov,647186,591149,100,76,354,3.56
P00345,Food Safety,North,Lampang,Nov,618373,537119,100,67,1582,4.99
P00346,NCD Prevention,North,Lampang,Nov,512310,459016,100,97,2744,3.72
P00347,Health Data,North,Lampang,Nov,1419720,1168847,100,68,2022,4.13
P00348,Health Promotion,North,Lampang,Nov,1781022,1527092,100,78,2839,4.29
P00349,Policy Development,North,Lampang,Nov,1334540,1174122,100,89,1822,4.36
P00350,Network Strengthening,North,Lampang,Nov,714129,519990,100,75,2851,3.99
P00351,Community Health,North,Lampang,Dec,821594,662119,100,75,1479,4.54
P00352,Elderly Care,North,Lampang,Dec,1685392,1569409,100,80,2563,4.78
P00353,Mental Health,North,Lampang,Dec,1352266,1286826,100,72,2919,3.57
P00354,Healthy School,North,Lampang,Dec,727021,638147,100,95,2680,3.88
P00355,Food Safety,North,Lampang,Dec,802377,725146,100,67,2770,4.42
P00356,NCD Prevention,North,Lampang,Dec,719529,601107,100,86,1229,4.47
P00357,Health Data,North,Lampang,Dec,1918900,1517816,100,67,661,3.64
P00358,Health Promotion,North,Lampang,Dec,1009800,841221,100,90,655,3.56
P00359,Policy Development,North,Lampang,Dec,965631,886032,100,74,453,4.7
P00360,Network Strengthening,North,Lampang,Dec,1508847,1211478,100,96,942,3.76
P00361,Community Health,North,Lamphun,Jan,1529687,1178474,100,84,2590,3.53
P00362,Elderly Care,North,Lamphun,Jan,894505,693026,100,91,458,4.68
P00363,Mental Health,North,Lamphun,Jan,1545177,1332486,100,76,1322,3.96
P00364,Healthy School,North,Lamphun,Jan,1114170,945392,100,83,738,3.62
P00365,Food Safety,North,Lamphun,Jan,1123883,1088652,100,75,2547,4.81
P00366,NCD Prevention,North,Lamphun,Jan,1313095,1142814,100,68,841,4.46
P00367,Health Data,North,Lamphun,Jan,1765169,1687900,100,75,1160,4.38
P00368,Health Promotion,North,Lamphun,Jan,1905074,1650464,100,74,2962,3.98
P00369,Policy Development,North,Lamphun,Jan,1011666,709779,100,91,2061,4.34
P00370,Network Strengthening,North,Lamphun,Jan,1940537,1679081,100,60,2906,4.82
P00371,Community Health,North,Lamphun,Feb,1248714,1111814,100,89,1711,4.87
P00372,Elderly Care,North,Lamphun,Feb,1608952,1191125,100,88,353,3.61
P00373,Mental Health,North,Lamphun,Feb,1932570,1700819,100,90,1014,3.89
P00374,Healthy School,North,Lamphun,Feb,972444,728694,100,98,749,3.85
P00375,Food Safety,North,Lamphun,Feb,880412,713658,100,75,414,4.49
P00376,NCD Prevention,North,Lamphun,Feb,1746402,1665165,100,78,407,4.67
P00377,Health Data,North,Lamphun,Feb,727485,701247,100,62,2637,3.81
P00378,Health Promotion,North,Lamphun,Feb,1978722,1455557,100,81,447,4.59
P00379,Policy Development,North,Lamphun,Feb,888789,840549,100,61,2563,4.36
P00380,Network Strengthening,North,Lamphun,Feb,1697090,1357160,100,86,2872,3.54
P00381,Community Health,North,Lamphun,Mar,886409,862335,100,73,2921,4.92
P00382,Elderly Care,North,Lamphun,Mar,1152081,1058423,100,81,958,4.99
P00383,Mental Health,North,Lamphun,Mar,1859360,1367163,100,77,1672,4.61
P00384,Healthy School,North,Lamphun,Mar,655186,461237,100,75,1101,3.93
P00385,Food Safety,North,Lamphun,Mar,1703420,1530650,100,81,1693,4.14
P00386,NCD Prevention,North,Lamphun,Mar,1409147,1220718,100,67,1539,4.83
P00387,Health Data,North,Lamphun,Mar,648271,519480,100,88,1512,3.52
P00388,Health Promotion,North,Lamphun,Mar,1638282,1591544,100,69,1072,4.8
P00389,Policy Development,North,Lamphun,Mar,791802,733553,100,94,973,4.84
P00390,Network Strengthening,North,Lamphun,Mar,1479010,1355302,100,84,2542,4.9
P00391,Community Health,North,Lamphun,Apr,1054837,764500,100,83,2570,4.46
P00392,Elderly Care,North,Lamphun,Apr,626867,549743,100,61,856,3.62
P00393,Mental Health,North,Lamphun,Apr,1355510,1079988,100,94,2760,4.58
P00394,Healthy School,North,Lamphun,Apr,1164705,848195,100,84,642,4.98
P00395,Food Safety,North,Lamphun,Apr,720941,521342,100,96,651,4.34
P00396,NCD Prevention,North,Lamphun,Apr,607656,443451,100,64,2731,4.17
P00397,Health Data,North,Lamphun,Apr,1424724,1388240,100,86,1618,4.23
P00398,Health Promotion,North,Lamphun,Apr,1793598,1442247,100,99,1587,4.15
P00399,Policy Development,North,Lamphun,Apr,1317638,980338,100,65,1630,4.92
P00400,Network Strengthening,North,Lamphun,Apr,1142935,833776,100,75,2398,4.49
P00401,Community Health,North,Lamphun,May,821528,623748,100,94,2621,3.94
P00402,Elderly Care,North,Lamphun,May,1534600,1518048,100,95,465,4.14
P00403,Mental Health,North,Lamphun,May,919378,753204,100,89,2169,4.07
P00404,Healthy School,North,Lamphun,May,690159,557753,100,81,2393,4.51
P00405,Food Safety,North,Lamphun,May,1464706,1196213,100,78,490,4.26
P00406,NCD Prevention,North,Lamphun,May,1112095,1053830,100,82,2154,3.5
P00407,Health Data,North,Lamphun,May,779636,686401,100,68,574,4.36
P00408,Health Promotion,North,Lamphun,May,1190000,870768,100,66,1744,4.65
P00409,Policy Development,North,Lamphun,May,1163413,824275,100,79,1259,4.22
P00410,Network Strengthening,North,Lamphun,May,1605039,1171670,100,88,1844,3.9
P00411,Community Health,North,Lamphun,Jun,1625513,1314622,100,72,1175,4.26
P00412,Elderly Care,North,Lamphun,Jun,1530963,1359253,100,65,881,4.19
P00413,Mental Health,North,Lamphun,Jun,1387944,1010436,100,98,682,3.97
P00414,Healthy School,North,Lamphun,Jun,1665650,1175578,100,68,2976,4.37
P00415,Food Safety,North,Lamphun,Jun,1309324,1205042,100,84,692,3.71
P00416,NCD Prevention,North,Lamphun,Jun,735606,669240,100,88,1104,4.17
P00417,Health Data,North,Lamphun,Jun,1642283,1236287,100,80,2172,3.71
P00418,Health Promotion,North,Lamphun,Jun,1719734,1248749,100,64,1735,4.41
P00419,Policy Development,North,Lamphun,Jun,564938,561527,100,96,816,4.33
P00420,Network Strengthening,North,Lamphun,Jun,1101040,890158,100,86,2284,4.5
P00421,Community Health,North,Lamphun,Jul,1599178,1580421,100,71,1719,4.74
P00422,Elderly Care,North,Lamphun,Jul,1242257,1224228,100,78,2276,4.25
P00423,Mental Health,North,Lamphun,Jul,1231868,1223906,100,95,640,3.67
P00424,Healthy School,North,Lamphun,Jul,1749186,1379739,100,60,1991,4.68
P00425,Food Safety,North,Lamphun,Jul,736066,659239,100,90,1275,4.83
P00426,NCD Prevention,North,Lamphun,Jul,921174,686601,100,74,204,4.2
P00427,Health Data,North,Lamphun,Jul,1215675,1187327,100,60,418,4.24
P00428,Health Promotion,North,Lamphun,Jul,1639958,1335984,100,93,2245,3.83
P00429,Policy Development,North,Lamphun,Jul,1726187,1616471,100,78,603,4.65
P00430,Network Strengthening,North,Lamphun,Jul,1306223,1219410,100,97,2780,4.54
P00431,Community Health,North,Lamphun,Aug,1128912,1120146,100,65,2610,4.29
P00432,Elderly Care,North,Lamphun,Aug,1881142,1862851,100,60,1458,4.43
P00433,Mental Health,North,Lamphun,Aug,600388,462368,100,98,1678,4.73
P00434,Healthy School,North,Lamphun,Aug,1349877,1265752,100,67,381,3.67
P00435,Food Safety,North,Lamphun,Aug,694427,507808,100,63,2012,4.19
P00436,NCD Prevention,North,Lamphun,Aug,1296302,1179765,100,73,2964,3.7
P00437,Health Data,North,Lamphun,Aug,903434,694386,100,60,1162,4.89
P00438,Health Promotion,North,Lamphun,Aug,1161755,1000723,100,67,2223,4.04
P00439,Policy Development,North,Lamphun,Aug,948325,671984,100,100,2422,3.58
P00440,Network Strengthening,North,Lamphun,Aug,1393968,1212715,100,86,2067,4.44
P00441,Community Health,North,Lamphun,Sep,1277193,1265660,100,73,2923,3.58
P00442,Elderly Care,North,Lamphun,Sep,608962,507785,100,63,2183,4.81
P00443,Mental Health,North,Lamphun,Sep,1495755,1054165,100,78,2422,3.94
P00444,Healthy School,North,Lamphun,Sep,1600050,1351315,100,86,2477,4.27
P00445,Food Safety,North,Lamphun,Sep,874801,684765,100,80,1705,4.71
P00446,NCD Prevention,North,Lamphun,Sep,1154027,1076024,100,91,2195,4.92
P00447,Health Data,North,Lamphun,Sep,531634,389094,100,94,710,3.55
P00448,Health Promotion,North,Lamphun,Sep,1277553,1236072,100,91,1885,4.43
P00449,Policy Development,North,Lamphun,Sep,1695765,1623127,100,75,2610,3.73
P00450,Network Strengthening,North,Lamphun,Sep,1903044,1392245,100,96,2001,4.51
P00451,Community Health,North,Lamphun,Oct,657332,558608,100,76,1020,4.27
P00452,Elderly Care,North,Lamphun,Oct,1817361,1326675,100,60,2847,4.44
P00453,Mental Health,North,Lamphun,Oct,500240,499987,100,61,398,4.85
P00454,Healthy School,North,Lamphun,Oct,1875684,1614716,100,90,1045,4.27
P00455,Food Safety,North,Lamphun,Oct,531427,496101,100,100,1360,3.98
P00456,NCD Prevention,North,Lamphun,Oct,1775714,1753494,100,63,1489,3.84
P00457,Health Data,North,Lamphun,Oct,630353,525484,100,68,1909,3.92
P00458,Health Promotion,North,Lamphun,Oct,1321770,1118160,100,100,2356,4.95
P00459,Policy Development,North,Lamphun,Oct,513071,404647,100,60,1295,4.73
P00460,Network Strengthening,North,Lamphun,Oct,503655,427996,100,69,2014,4.26
P00461,Community Health,North,Lamphun,Nov,1584642,1109684,100,86,1914,3.78
P00462,Elderly Care,North,Lamphun,Nov,1263971,1047281,100,81,976,4.69
P00463,Mental Health,North,Lamphun,Nov,1385084,1094197,100,97,2667,4.1
P00464,Healthy School,North,Lamphun,Nov,1384085,1160680,100,60,819,4.92
P00465,Food Safety,North,Lamphun,Nov,1306811,1034657,100,60,1733,3.52
P00466,NCD Prevention,North,Lamphun,Nov,838776,826372,100,71,1446,4.56
P00467,Health Data,North,Lamphun,Nov,634267,515470,100,84,1969,4.96
P00468,Health Promotion,North,Lamphun,Nov,678866,594107,100,97,2701,3.59
P00469,Policy Development,North,Lamphun,Nov,1735088,1665043,100,76,2165,4.3
P00470,Network Strengthening,North,Lamphun,Nov,1060566,830148,100,62,1192,4.33
P00471,Community Health,North,Lamphun,Dec,956789,926232,100,68,1558,3.84
P00472,Elderly Care,North,Lamphun,Dec,1637633,1193411,100,71,2524,4.87
P00473,Mental Health,North,Lamphun,Dec,1502655,1253681,100,80,212,4.03
P00474,Healthy School,North,Lamphun,Dec,1186348,832543,100,79,2897,4.96
P00475,Food Safety,North,Lamphun,Dec,1283661,1259749,100,60,1534,4.39
P00476,NCD Prevention,North,Lamphun,Dec,527672,453431,100,100,430,3.59
P00477,Health Data,North,Lamphun,Dec,1309735,1304090,100,100,1754,3.63
P00478,Health Promotion,North,Lamphun,Dec,1841334,1552525,100,64,321,4.76
P00479,Policy Development,North,Lamphun,Dec,1523582,1077328,100,77,2284,4.01
P00480,Network Strengthening,North,Lamphun,Dec,714607,536334,100,96,2695,4.0
P00481,Community Health,North,Mae Hong Son,Jan,1536691,1327429,100,91,1495,4.12
P00482,Elderly Care,North,Mae Hong Son,Jan,1977617,1502972,100,73,1957,4.74
P00483,Mental Health,North,Mae Hong Son,Jan,689124,612512,100,76,1851,4.88
P00484,Healthy School,North,Mae Hong Son,Jan,559449,497529,100,98,169,4.72
P00485,Food Safety,North,Mae Hong Son,Jan,1413211,1291012,100,79,2441,4.6
P00486,NCD Prevention,North,Mae Hong Son,Jan,1854653,1344601,100,98,1384,4.65
P00487,Health Data,North,Mae Hong Son,Jan,948971,755337,100,93,2480,4.04
P00488,Health Promotion,North,Mae Hong Son,Jan,759153,553435,100,70,436,3.83
P00489,Policy Development,North,Mae Hong Son,Jan,879872,792330,100,69,1175,3.6
P00490,Network Strengthening,North,Mae Hong Son,Jan,1759501,1527670,100,73,1035,3.79
P00491,Community Health,North,Mae Hong Son,Feb,571019,475533,100,72,1296,4.78
P00492,Elderly Care,North,Mae Hong Son,Feb,594034,456359,100,87,350,4.66
P00493,Mental Health,North,Mae Hong Son,Feb,1810086,1395215,100,95,1629,4.22
P00494,Healthy School,North,Mae Hong Son,Feb,960647,830724,100,62,782,4.16
P00495,Food Safety,North,Mae Hong Son,Feb,887001,861971,100,64,2254,4.84
P00496,NCD Prevention,North,Mae Hong Son,Feb,1211405,1084460,100,82,1810,4.86
P00497,Health Data,North,Mae Hong Son,Feb,693344,613263,100,73,2452,4.63
P00498,Health Promotion,North,Mae Hong Son,Feb,576393,528924,100,67,600,4.39
P00499,Policy Development,North,Mae Hong Son,Feb,717470,610293,100,72,903,4.86
P00500,Network Strengthening,North,Mae Hong Son,Feb,940431,714013,100,97,374,4.28
P00501,Community Health,North,Mae Hong Son,Mar,1020677,867502,100,72,2819,4.55
P00502,Elderly Care,North,Mae Hong Son,Mar,1278052,1120675,100,95,2306,4.94
P00503,Mental Health,North,Mae Hong Son,Mar,1622312,1461636,100,75,2982,3.63
P00504,Healthy School,North,Mae Hong Son,Mar,1953238,1674032,100,91,166,4.56
P00505,Food Safety,North,Mae Hong Son,Mar,1551480,1132073,100,91,2043,3.75
P00506,NCD Prevention,North,Mae Hong Son,Mar,776800,691799,100,72,2361,4.99
P00507,Health Data,North,Mae Hong Son,Mar,1351159,1183945,100,79,2712,3.97
P00508,Health Promotion,North,Mae Hong Son,Mar,1130147,896089,100,81,1471,4.92
P00509,Policy Development,North,Mae Hong Son,Mar,1669843,1284829,100,62,1644,4.48
P00510,Network Strengthening,North,Mae Hong Son,Mar,1302550,1097653,100,90,1913,4.62
P00511,Community Health,North,Mae Hong Son,Apr,1281797,1045781,100,81,2024,4.05
P00512,Elderly Care,North,Mae Hong Son,Apr,1381926,989152,100,90,178,4.3
P00513,Mental Health,North,Mae Hong Son,Apr,746219,588119,100,95,1664,4.47
P00514,Healthy School,North,Mae Hong Son,Apr,1148207,848894,100,78,2683,3.97
P00515,Food Safety,North,Mae Hong Son,Apr,1162612,1088202,100,84,2022,4.49
P00516,NCD Prevention,North,Mae Hong Son,Apr,1797192,1553059,100,89,1589,3.72
P00517,Health Data,North,Mae Hong Son,Apr,1387481,1241792,100,87,1050,4.35
P00518,Health Promotion,North,Mae Hong Son,Apr,828428,817869,100,97,2749,3.79
P00519,Policy Development,North,Mae Hong Son,Apr,871194,767746,100,78,1974,4.61
P00520,Network Strengthening,North,Mae Hong Son,Apr,1382198,1064915,100,100,1821,4.64
P00521,Community Health,North,Mae Hong Son,May,1201379,1069096,100,83,907,4.97
P00522,Elderly Care,North,Mae Hong Son,May,1078280,891795,100,62,326,4.2
P00523,Mental Health,North,Mae Hong Son,May,1592572,1346813,100,80,2320,3.56
P00524,Healthy School,North,Mae Hong Son,May,1954790,1424660,100,78,2856,4.54
P00525,Food Safety,North,Mae Hong Son,May,1167972,856792,100,82,1121,4.64
P00526,NCD Prevention,North,Mae Hong Son,May,1526368,1201630,100,85,774,4.52
P00527,Health Data,North,Mae Hong Son,May,1167679,878211,100,74,2651,3.87
P00528,Health Promotion,North,Mae Hong Son,May,730598,727412,100,72,2262,4.59
P00529,Policy Development,North,Mae Hong Son,May,785184,755374,100,61,562,3.71
P00530,Network Strengthening,North,Mae Hong Son,May,1606347,1230744,100,70,1883,3.84
P00531,Community Health,North,Mae Hong Son,Jun,1650776,1200977,100,83,2041,4.88
P00532,Elderly Care,North,Mae Hong Son,Jun,957404,775439,100,79,1389,4.88
P00533,Mental Health,North,Mae Hong Son,Jun,1629957,1491163,100,76,1305,4.35
P00534,Healthy School,North,Mae Hong Son,Jun,1094733,1008326,100,99,1473,3.85
P00535,Food Safety,North,Mae Hong Son,Jun,1628815,1150919,100,78,2604,4.08
P00536,NCD Prevention,North,Mae Hong Son,Jun,1457484,1058460,100,63,1548,3.69
P00537,Health Data,North,Mae Hong Son,Jun,695164,631009,100,76,709,4.35
P00538,Health Promotion,North,Mae Hong Son,Jun,1485096,1086445,100,96,1015,3.87
P00539,Policy Development,North,Mae Hong Son,Jun,1022039,972905,100,90,805,3.77
P00540,Network Strengthening,North,Mae Hong Son,Jun,1304936,1042376,100,66,590,4.22
P00541,Community Health,North,Mae Hong Son,Jul,973758,766631,100,92,1725,4.57
P00542,Elderly Care,North,Mae Hong Son,Jul,561540,468827,100,82,786,3.93
P00543,Mental Health,North,Mae Hong Son,Jul,740673,592206,100,70,2444,3.73
P00544,Healthy School,North,Mae Hong Son,Jul,538380,386267,100,64,2229,4.95
P00545,Food Safety,North,Mae Hong Son,Jul,1149776,943914,100,63,2909,4.49
P00546,NCD Prevention,North,Mae Hong Son,Jul,1542544,1418994,100,71,1764,4.22
P00547,Health Data,North,Mae Hong Son,Jul,793179,766174,100,69,2483,4.82
P00548,Health Promotion,North,Mae Hong Son,Jul,1820574,1645987,100,89,1611,4.54
P00549,Policy Development,North,Mae Hong Son,Jul,585632,559875,100,74,699,4.79
P00550,Network Strengthening,North,Mae Hong Son,Jul,1352308,1092491,100,69,1743,3.62
P00551,Community Health,North,Mae Hong Son,Aug,568047,425529,100,89,1245,4.45
P00552,Elderly Care,North,Mae Hong Son,Aug,1140418,941854,100,98,2929,4.35
P00553,Mental Health,North,Mae Hong Son,Aug,652405,576164,100,76,656,3.76
P00554,Healthy School,North,Mae Hong Son,Aug,717494,616419,100,82,2838,4.83
P00555,Food Safety,North,Mae Hong Son,Aug,1521918,1346619,100,60,961,3.99
P00556,NCD Prevention,North,Mae Hong Son,Aug,706254,630099,100,64,243,3.86
P00557,Health Data,North,Mae Hong Son,Aug,1044146,794865,100,93,2630,4.87
P00558,Health Promotion,North,Mae Hong Son,Aug,1538113,1400013,100,65,1319,4.76
P00559,Policy Development,North,Mae Hong Son,Aug,1198319,1108398,100,76,1840,3.95
P00560,Network Strengthening,North,Mae Hong Son,Aug,887424,744836,100,79,1667,3.89
P00561,Community Health,North,Mae Hong Son,Sep,1047304,977321,100,70,2105,4.31
P00562,Elderly Care,North,Mae Hong Son,Sep,557251,468075,100,96,512,4.55
P00563,Mental Health,North,Mae Hong Son,Sep,1268647,930541,100,87,185,4.42
P00564,Healthy School,North,Mae Hong Son,Sep,1546643,1164332,100,83,2118,3.6
P00565,Food Safety,North,Mae Hong Son,Sep,1763403,1440032,100,93,161,4.83
P00566,NCD Prevention,North,Mae Hong Son,Sep,1708076,1563808,100,89,2370,4.52
P00567,Health Data,North,Mae Hong Son,Sep,814529,618110,100,71,393,4.32
P00568,Health Promotion,North,Mae Hong Son,Sep,874479,850066,100,86,1824,3.93
P00569,Policy Development,North,Mae Hong Son,Sep,844824,808940,100,84,567,4.98
P00570,Network Strengthening,North,Mae Hong Son,Sep,907712,647719,100,98,1497,4.31
P00571,Community Health,North,Mae Hong Son,Oct,1544733,1294389,100,66,1722,4.56
P00572,Elderly Care,North,Mae Hong Son,Oct,863369,734233,100,69,1662,4.39
P00573,Mental Health,North,Mae Hong Son,Oct,1009496,802351,100,74,1208,4.85
P00574,Healthy School,North,Mae Hong Son,Oct,544409,421657,100,71,1836,3.93
P00575,Food Safety,North,Mae Hong Son,Oct,1414798,1262668,100,66,2146,4.05
P00576,NCD Prevention,North,Mae Hong Son,Oct,899036,792788,100,77,412,4.67
P00577,Health Data,North,Mae Hong Son,Oct,1845723,1330700,100,61,898,3.72
P00578,Health Promotion,North,Mae Hong Son,Oct,1182033,981046,100,97,555,4.33
P00579,Policy Development,North,Mae Hong Son,Oct,1926956,1359868,100,90,2422,4.54
P00580,Network Strengthening,North,Mae Hong Son,Oct,1840725,1837882,100,60,2468,4.02
P00581,Community Health,North,Mae Hong Son,Nov,1197798,1027101,100,97,814,3.69
P00582,Elderly Care,North,Mae Hong Son,Nov,1123646,921519,100,76,2932,4.14
P00583,Mental Health,North,Mae Hong Son,Nov,685167,503279,100,90,250,4.73
P00584,Healthy School,North,Mae Hong Son,Nov,1610351,1469096,100,61,472,3.64
P00585,Food Safety,North,Mae Hong Son,Nov,610848,463560,100,98,578,3.57
P00586,NCD Prevention,North,Mae Hong Son,Nov,1575264,1322029,100,61,1573,3.69
P00587,Health Data,North,Mae Hong Son,Nov,1242003,1026296,100,79,340,4.04
P00588,Health Promotion,North,Mae Hong Son,Nov,1597417,1399794,100,100,1290,4.6
P00589,Policy Development,North,Mae Hong Son,Nov,1506606,1303387,100,94,1643,3.78
P00590,Network Strengthening,North,Mae Hong Son,Nov,833020,678369,100,88,1371,4.07
P00591,Community Health,North,Mae Hong Son,Dec,618170,493475,100,66,2907,4.82
P00592,Elderly Care,North,Mae Hong Son,Dec,695250,595561,100,94,2467,4.12
P00593,Mental Health,North,Mae Hong Son,Dec,1328629,1000452,100,61,1581,4.77
P00594,Healthy School,North,Mae Hong Son,Dec,1123907,816729,100,61,2408,4.08
P00595,Food Safety,North,Mae Hong Son,Dec,1068428,774228,100,65,2514,4.49
P00596,NCD Prevention,North,Mae Hong Son,Dec,1631023,1549884,100,72,551,3.7
P00597,Health Data,North,Mae Hong Son,Dec,981949,932148,100,88,1184,3.51
P00598,Health Promotion,North,Mae Hong Son,Dec,580474,494552,100,96,692,4.92
P00599,Policy Development,North,Mae Hong Son,Dec,1222516,922606,100,73,2842,4.37
P00600,Network Strengthening,North,Mae Hong Son,Dec,1822414,1799247,100,83,2694,4.16
P00601,Community Health,North,Nan,Jan,772522,666687,100,85,1094,3.72
P00602,Elderly Care,North,Nan,Jan,1700908,1414994,100,60,2305,4.4
